date,ville,magasin,transaction_id,client_id,sexe,age_client,categorie,produit,prix_unitaire,quantite,remise_pct,moyen_paiement
2024-02-18,Fes,B,T002614,C1345,F,,Beaute,Parfum,624.78,2,0,En ligne
2024-05-08,Marrakech,B,T002615,C1521,F,34,Sports,Tapis Yoga,708.19,1,0,En ligne
2024-01-23,Marrakech,A,T002616,C1544,M,30,Maison,Coussin,1093.01,1,0,En ligne
2024-01-21,Fes,B,T002617,C1499,,30,Sports,Ballon,107.77,2,10,carte
2024-11-04,Tanger,C,T002618,C1561,F,38,Sports,Ballon,1324.55,1,5,Carte
2024-03-04,Marrakech,D,T002619,C1148,M,35,Beaute,Creme,126.74,1,10,Especes
2024-08-19,Rabat,B,T002620,C1112,F,26,Sports,Velo appartement,372.08,2,15,En-ligne
2024-05-25,Tanger,D,T002621,C1425,F,29,Vetements,Chaussures,153.17,1,0,Especes
2024-07-30,Fes,E,T002622,C1371,F,,Electronique,Smartphone,3471.25,2,0,En ligne
2024-06-08,Agadir,B,T002623,C1474,M,35,Alimentation,Huile,31.31,1,0,Carte
2024-11-24,Marrakech,C,T002624,C1097,F,34,Sports,Tapis Yoga,134.48,4,10,Especes
2024-05-30,Casablanca,D,T002625,C1452,M,54,Vetements,Veste,229.33,1,0,En ligne
2024-08-12,Fes,D,T002626,C1409,F,40,Alimentation,Cafe,104.53,1,0,En ligne
2024-07-21,Casablanca,C,T002627,C1122,M,45,Vetements,Veste,517.03,3,,En ligne
2024-11-17,Marrakech,E,T002628,C1068,F,23,Maison,Coussin,909.19,3,5,Carte
2024-11-22,Fes,E,T002629,C1261,F,35,Electronique,Casque,2915.58,2,10,Especes
2024-04-23,Agadir,B,T002630,C1590,F,44,Electronique,Ecouteurs,3339.35,1,10,Carte
2024-03-04,Marrakech,C,T002631,C1327,M,22,Sports,Chaussures Running,1164.2,2,0,Especes
2024-04-22,Tanger,B,T002632,C1595,M,35,Beaute,Serum,46.79,1,10,Carte
2024-04-01,Fes,B,T002633,C1396,F,42,Vetements,Robe,728.75,1,0,Carte
2024-09-12,Casablanca,A,T002634,C1079,M,31,Electronique,Casque,1369.07,1,5,carte
2024-10-19,Rabat,B,T002635,C1100,F,28,Maison,Lampe,689.87,2,10,CB
2024-02-22,Tanger,D,T002636,C1141,F,32,Vetements,Sweat,764.63,2,10,Especes
2024-02-05,Tanger,D,T002637,C1353,M,39,Alimentation,Huile,135.35,2,0,Carte
2024-06-12,Agadir,A,T002638,C1582,F,49,Alimentation,Cafe,160.35,1,10,Carte
2024-01-24,Tanger,C,T002639,C1365,F,,Alimentation,Cafe,37.9,1,5,Especes
2024-02-01,Tanger,A,T002640,C1698,M,52,Electronique,Smartphone,2451.84,2,,Carte
2024-12-13,Agadir,E,T002641,C1195,,37,Sports,Velo appartement,1034.61,1,0,Carte
2024-12-31,Tanger,A,T002642,C1131,,45,Maison,Table,682.42,1,5,Carte
2024-11-30,Fes,A,T002643,C1103,M,32,Vetements,Chaussures,362.79,1,0,Especes
2024-03-04,Agadir,A,T002644,C1224,M,41,Vetements,Jean,828.53,1,5,En ligne
2024-05-03,Fes,C,T002645,C1054,F,44,Maison,Lampe,339,2,0,Especes
2024-04-24,Marrakech,E,T002646,C1635,F,22,Alimentation,Cereales,53.81,2,5,Carte
2024-08-19,Tanger,D,T002647,C1071,M,36,Vetements,Sweat,126,1,0,Carte
2024-11-12,Agadir,E,T002648,C1454,F,25,Alimentation,Riz,179.53,2,5,Carte
2024-02-23,Rabat,A,T002649,C1068,F,40,Maison,Table,366.81,1,0,Especes
2024-01-24,Fes,A,T002650,C1524,F,39,Maison,Table,486.52,1,5,En ligne
2024-08-16,Tanger,E,T002651,C1634,F,26,Beaute,Savon,89.27,1,0,En ligne
2024-05-26,Casablanca,D,T002652,C1463,M,,Electronique,Casque,455.68,1,0,CB
2024-05-26,Casablanca,D,T002653,C1222,M,29,Alimentation,Cereales,210.3,1,0,Especes
2024-04-22,Fes,A,T002654,C1588,M,32,Vetements,Robe,459.72,1,0,Especes
2024-01-15,Casablanca,C,T002655,C1385,,34,Electronique,Souris,475.47,2,10,En ligne
2024-10-11,Marrakech,E,T002656,C1053,M,38,Sports,Chaussures Running,1327.4,2,15,Especes
2024-02-14,Agadir,A,T002657,C1381,F,44,Vetements,T-shirt,785.35,1,0,Especes
2024-01-14,Fes,B,T002658,C1692,M,34,Beaute,Creme,238.48,1,5,Especes
2024-12-11,Agadir,A,T002659,C1481,M,29,Maison,Coussin,248.15,1,0,En ligne
2024-12-16,Marrakech,A,T002660,C1466,M,36,Beaute,Maquillage,72.77,1,5,Carte
2024-05-30,Casablanca,C,T002661,C1327,M,28,Maison,Chaise,1062.3,2,10,Especes
2024-01-19,Casablanca,D,T002662,C1267,F,31,Electronique,Clavier,3118.77,1,0,Especes
2024-11-09,Agadir,E,T002663,C1004,F,22,Beaute,Parfum,494.73,1,0,Especes
2024-12-01,Fes,E,T002664,C1007,F,39,Electronique,Smartphone,573.82,1,5,En ligne
2024-01-20,Marrakech,C,T002665,C1016,F,54,Vetements,Robe,172.45,1,10,En ligne
2024-10-21,Tanger,B,T002666,C1491,M,42,Electronique,Casque,639.08,3,0,Carte
2024-01-18,Agadir,B,T002667,C1072,F,32,Alimentation,Cereales,104.36,4,5,Carte
2024-11-13,Marrakech,B,T002668,C1167,F,35,Vetements,Sweat,259.9,1,5,En ligne
2024-05-28,Agadir,B,T002669,C1396,M,32,Sports,Tapis Yoga,1755.66,1,10,Carte
2024-12-01,Rabat,D,T002670,C1403,M,36,Vetements,T-shirt,331.16,1,0,carte
2024-07-20,Casablanca,E,T002671,C1079,M,46,Beaute,Maquillage,316.93,2,5,Especes
2024-02-12,Fes,E,T002672,C1386,F,33,Alimentation,Pates,65.99,1,5,En ligne
2024-09-21,Casablanca,D,T002673,C1172,M,27,Vetements,Robe,479.83,2,10,Carte
2024-12-28,Fes,A,T002674,C1002,F,26,Maison,Chaise,595.08,1,0,carte
2024-03-14,Tanger,C,T002675,C1356,M,26,Vetements,Robe,354.32,1,0,En ligne
2024-03-02,Agadir,E,T002676,C1593,M,56,Maison,Coussin,473.85,4,10,Especes
2024-01-19,Casablanca,A,T002677,C1216,F,,Electronique,Clavier,1132.53,2,0,En ligne
2024-08-02,Casablanca,D,T002678,C1524,M,46,Alimentation,The,132.2,3,,Carte
2024-09-19,Fes,A,T002679,C1406,F,57,Maison,Chaise,936.92,2,0,En ligne
2024-04-27,Rabat,A,T002680,C1400,F,19,Alimentation,Cafe,197.36,1,0,En ligne
2024-05-11,Tanger,B,T002681,C1323,F,54,Vetements,Robe,795.9,4,0,Especes
2024-02-03,Tanger,E,T002682,C1492,M,25,Alimentation,Riz,53.06,1,0,En-ligne
2024-08-19,Rabat,B,T002683,C1296,M,38,Beaute,Serum,52.75,2,5,Especes
2024-01-09,Casablanca,B,T002684,C1181,M,37,Alimentation,Cereales,32.08,1,0,Especes
2024-01-30,Rabat,E,T002685,C1685,F,23,Beaute,Serum,145.08,1,0,Carte
2024-11-29,Tanger,C,T002686,C1075,M,38,Sports,Tapis Yoga,1600.96,2,5,En ligne
2024-09-27,Fes,D,T002687,C1298,M,29,Electronique,Clavier,616.78,3,0,En ligne
2024-10-15,Tanger,A,T002688,C1156,F,48,Vetements,T-shirt,721.41,1,0,Especes
2024-07-31,Agadir,D,T002689,C1564,F,36,Electronique,Ecouteurs,426.05,2,15,Especes
2024-09-25,Rabat,E,T002690,C1455,M,42,Alimentation,The,205.85,2,5,Carte
2024-10-05,Tanger,A,T002691,C1301,F,46,Alimentation,The,113.1,2,10,En ligne
2024-05-08,Casablanca,C,T002692,C1406,M,29,Beaute,Maquillage,352.46,1,0,En ligne
2024-06-23,Tanger,B,T002693,C1269,F,33,Electronique,Smartphone,3054.29,3,10,En-ligne
2024-03-11,Tanger,B,T002694,C1296,F,,Maison,Tapis,976.96,1,0,Especes
2024-06-28,Casablanca,B,T002695,C1321,F,49,Sports,Tapis Yoga,1438.57,1,10,Carte
2024-10-14,Rabat,A,T002696,C1600,F,54,Maison,Chaise,745.92,2,0,En ligne
2024-05-07,Agadir,C,T002697,C1668,M,40,Vetements,Chaussures,251.06,1,0,En ligne
2024-11-11,Rabat,A,T002698,C1506,M,46,Alimentation,Cafe,172.99,3,10,Carte
2024-09-24,Tanger,D,T002699,C1329,F,57,Alimentation,The,199.73,1,0,Carte
2024-11-19,Fes,B,T002700,C1597,M,43,Maison,Coussin,1313.23,3,10,Especes
2024-12-04,Casablanca,B,T002701,C1424,F,29,Sports,Tapis Yoga,1424.14,1,5,Carte
2024-01-26,Fes,A,T002702,C1524,F,18,Sports,Chaussures Running,1331.6,1,0,Especes
2024-11-09,Agadir,B,T002703,C1269,F,38,Electronique,Smartphone,564.62,3,10,En ligne
2024-09-14,Rabat,B,T002704,C1484,F,32,Alimentation,The,84.22,2,0,En ligne
2024-11-14,Casablanca,E,T002705,C1177,M,25,Electronique,Clavier,3290.63,2,0,Especes
2024-08-02,Agadir,C,T002706,C1618,M,29,Alimentation,Cafe,112.92,2,10,En ligne
2024-09-18,Rabat,B,T002707,C1644,F,43,Alimentation,Cereales,94.08,4,0,Carte
2024-03-12,Tanger,E,T002708,C1379,F,40,Sports,Raquette,944.81,1,0,Carte
2024-01-22,Tanger,B,T002709,C1447,M,46,Alimentation,Huile,149.05,1,10,carte
2024-07-20,Marrakech,E,T002710,C1360,M,41,Alimentation,Riz,140.99,1,0,Carte
2024-09-20,Marrakech,E,T002711,C1548,M,46,Electronique,Clavier,1604.61,1,0,Carte
2024-09-21,Marrakech,E,T002712,C1424,F,37,Maison,Coussin,1214.37,1,5,Especes
2024-09-23,Tanger,D,T002713,C1235,M,42,Alimentation,Pates,171.34,1,5,En ligne
2024-10-15,Casablanca,E,T002714,C1113,M,43,Electronique,Casque,3265.79,1,0,En ligne
2024-04-18,Casablanca,C,T002715,C1141,F,16,Beaute,Creme,284.51,1,0,Carte
2024-10-20,Marrakech,B,T002716,C1326,M,53,Beaute,Shampooing,80.13,1,0,Carte
2024-09-19,Casablanca,C,T002717,C1144,M,32,Maison,Coussin,198.75,2,15,Carte
2024-08-27,Agadir,E,T002718,C1209,M,20,Maison,Miroir,226.79,3,0,Carte
2024-06-19,Agadir,D,T002719,C1254,F,30,Alimentation,Cafe,167.33,1,5,Carte
2024-04-24,Rabat,B,T002720,C1085,F,47,Vetements,Robe,832.63,1,5,En ligne
2024-03-30,Tanger,C,T002721,C1297,M,37,Beaute,Maquillage,364.47,1,10,Carte
2024-02-24,Fes,E,T002722,C1003,M,44,Sports,Chaussures Running,426.14,1,0,Especes
2024-08-22,Casablanca,D,T002723,C1222,M,49,Vetements,Veste,113.15,1,0,Carte
2024-03-05,Casablanca,C,T002724,C1584,F,36,Alimentation,Cereales,146.47,1,0,En ligne
2024-12-16,Tanger,D,T002725,C1320,F,43,Vetements,Jean,863.78,2,15,Carte
2024-11-25,Fes,E,T002726,C1302,F,48,Beaute,Savon,561.01,2,5,Especes
2024-07-31,Agadir,D,T002727,C1545,M,30,Maison,Table,266.83,2,15,En ligne
2024-07-01,Tanger,D,T002728,C1568,M,35,Alimentation,Pates,132.62,1,0,CB
2024-01-24,Tanger,B,T002729,C1164,F,39,Beaute,Savon,645.3,1,15,En ligne
2024-10-25,Tanger,D,T002730,C1048,M,22,Sports,Ballon,117.63,2,10,En ligne
2024-11-17,Agadir,D,T002731,C1589,F,48,Maison,Chaise,872.69,1,0,Especes
2024-10-10,Tanger,E,T002732,C1265,M,26,Sports,Tapis Yoga,979.47,1,,Carte
2024-11-02,Fes,A,T002733,C1581,F,31,Beaute,Savon,416.12,2,10,Especes
2024-04-05,Fes,B,T002734,C1646,F,26,Beaute,Creme,466.32,1,0,En ligne
2024-12-24,Marrakech,A,T002735,C1254,M,46,Vetements,Veste,812.38,2,5,Carte
2024-03-16,Fes,C,T002736,C1275,M,,Vetements,Sweat,564.5,1,0,Carte
2024-04-23,Rabat,C,T002737,C1264,F,28,Alimentation,Huile,35.03,1,10,Carte
2024-02-10,Fes,D,T002738,C1004,F,39,Alimentation,The,47.09,1,0,Carte
2024-06-12,Tanger,B,T002739,C1454,M,25,Sports,Halteres,1758.99,2,0,En ligne
2024-08-02,Marrakech,E,T002740,C1055,F,38,Electronique,Smartphone,1005.26,1,5,Especes
2024-05-26,Fes,E,T002741,C1331,F,,Sports,Ballon,215.98,1,0,Carte
2024-10-27,Marrakech,E,T002742,C1135,F,43,Electronique,Casque,2925.25,2,0,Carte
2024-06-13,Fes,D,T002743,C1040,M,31,Sports,Ballon,566.51,1,5,Especes
2024-01-29,Tanger,E,T002744,C1191,M,43,Maison,Lampe,346.71,1,5,Carte
2024-02-15,Marrakech,B,T002745,C1263,F,42,Beaute,Maquillage,527.03,1,0,Carte
2024-10-21,Agadir,B,T002746,C1064,M,45,Maison,Lampe,281.29,2,5,Especes
2024-02-07,Agadir,D,T002747,C1349,F,28,Sports,Halteres,917.71,2,10,Carte
2024-02-26,Tanger,D,T002748,C1240,M,30,Maison,Miroir,1223.84,1,0,Especes
2024-08-22,Casablanca,E,T002749,C1682,M,29,Electronique,Smartphone,665.58,1,5,Carte
2024-01-26,Rabat,B,T002750,C1161,F,52,Sports,Raquette,1356.88,1,0,En ligne
2024-05-21,Tanger,A,T002751,C1661,M,,Alimentation,Riz,35.84,1,5,En ligne
2024-07-17,Tanger,D,T002752,C1501,F,37,Beaute,Creme,310.68,2,10,Carte
2024-06-02,Rabat,E,T002753,C1315,F,48,Electronique,Clavier,2595.65,1,0,En ligne
2024-04-11,Marrakech,E,T002754,C1463,F,40,Vetements,T-shirt,604.71,1,0,Carte
2024-02-12,Rabat,B,T002755,C1392,M,36,Alimentation,Huile,67.8,1,0,Especes
2024-05-24,Fes,A,T002756,C1119,M,16,Electronique,Souris,1793.23,1,10,En ligne
2024-12-11,Agadir,B,T002757,C1646,M,40,Electronique,Souris,2333.13,1,0,En ligne
2024-07-23,Fes,E,T002758,C1616,M,51,Electronique,Souris,3466.02,2,15,Especes
2024-06-06,Fes,D,T002759,C1083,F,42,Vetements,T-shirt,766.32,1,15,En ligne
2024-09-23,Tanger,C,T002760,C1526,F,23,Sports,Chaussures Running,1763.42,1,0,CB
2024-11-08,Tanger,D,T002761,C1647,M,45,Vetements,Chaussures,163.18,1,0,En ligne
2024-06-21,Tanger,E,T002762,C1611,M,32,Alimentation,Pates,51.58,2,5,Carte
2024-04-29,Marrakech,A,T002763,C1432,M,35,Vetements,Robe,121.28,1,0,Especes
2024-12-13,Rabat,A,T002764,C1378,F,47,Electronique,Clavier,3464.2,1,10,En-ligne
2024-03-15,Fes,A,T002765,C1404,M,40,Beaute,Creme,115.33,2,0,En ligne
2024-11-28,Marrakech,D,T002766,C1331,F,59,Vetements,Veste,224.63,1,0,Carte
2024-08-25,Marrakech,D,T002767,C1139,M,34,Beaute,Maquillage,546.41,1,0,Especes
2024-07-05,Rabat,B,T002768,C1193,M,42,Maison,Coussin,363.12,2,15,Carte
2024-12-23,Marrakech,B,T002769,C1131,M,41,Vetements,Sweat,749.76,1,10,En ligne
2024-03-14,Fes,E,T002770,C1193,M,,Alimentation,Huile,85.57,2,10,Carte
2024-07-15,Fes,E,T002771,C1558,F,35,Alimentation,Cafe,56.46,1,5,Especes
2024-05-27,Fes,C,T002772,C1597,F,32,Alimentation,Cafe,100.29,1,5,En ligne
2024-12-19,Fes,A,T002773,C1464,F,39,Alimentation,Cafe,141.26,1,0,Carte
2024-11-29,Fes,D,T002774,C1619,M,40,Beaute,Serum,418.46,1,0,Carte
2024-06-23,Fes,B,T002775,C1135,M,36,Alimentation,The,178.49,2,5,Especes
2024-08-26,Fes,B,T002776,C1332,M,44,Maison,Coussin,633.65,2,0,Carte
2024-08-26,Casablanca,D,T002777,C1283,F,39,Maison,Chaise,535.05,1,0,Carte
2024-04-26,Marrakech,A,T002778,C1525,M,32,Beaute,Serum,687.47,1,0,Especes
2024-08-08,Agadir,D,T002779,C1627,F,47,Alimentation,Pates,38.82,1,10,Especes
2024-06-10,Casablanca,D,T002780,C1414,F,37,Beaute,Parfum,165.2,1,0,En ligne
2024-05-30,Tanger,D,T002781,C1458,M,32,Beaute,Parfum,603.66,1,5,Carte
2024-10-24,Tanger,B,T002782,C1280,F,38,Electronique,Ecouteurs,614.36,1,15,Especes
2024-02-08,Agadir,A,T002783,C1150,M,17,Maison,Table,206.84,2,15,Carte
2024-04-14,Casablanca,A,T002784,C1463,F,33,Maison,Table,679.7,2,0,En ligne
2024-05-06,Rabat,B,T002785,C1653,M,37,Electronique,Casque,2940.08,2,0,Especes
2024-03-17,Rabat,D,T002786,C1416,M,39,Maison,Miroir,806.02,2,10,Especes
2024-02-24,Tanger,A,T002787,C1241,F,41,Sports,Raquette,1603,1,0,Especes
2024-09-10,Agadir,C,T002788,C1636,F,16,Alimentation,Pates,53.99,1,0,Especes
2024-02-09,Agadir,E,T002789,C1185,M,26,Maison,Table,1126.55,2,15,Especes
2024-03-08,Tanger,C,T002790,C1264,M,20,Electronique,Clavier,660.24,2,0,En ligne
2024-01-12,Rabat,D,T002791,C1247,,35,Alimentation,Riz,27.75,2,,En ligne
2024-03-16,Fes,E,T002792,C1412,M,22,Alimentation,Cereales,167.66,2,5,Carte
2024-12-13,Fes,C,T002793,C1195,M,33,Maison,Lampe,108.2,2,0,carte
2024-08-04,Marrakech,C,T002794,C1544,F,37,Electronique,Clavier,3257.28,1,15,Carte
2024-04-04,Rabat,D,T002795,C1216,M,23,Electronique,Ecouteurs,701.33,2,0,Especes
2024-08-19,Rabat,C,T002796,C1189,M,30,Alimentation,Cafe,85.44,2,5,Carte
2024-06-02,Agadir,D,T002797,C1008,F,26,Vetements,Robe,375.39,1,0,En ligne
2024-06-09,Tanger,C,T002798,C1641,F,,Beaute,Serum,593.07,2,10,Especes
2024-09-23,Fes,A,T002799,C1443,M,19,Alimentation,Cafe,198.2,2,5,En ligne
2024-09-28,Marrakech,C,T002800,C1191,M,36,Maison,Lampe,315.04,1,0,En ligne
2024-01-08,Casablanca,B,T002801,C1533,F,23,Electronique,Tablette,3075.13,2,0,En ligne
2024-06-07,Marrakech,A,T002802,C1235,F,34,Maison,Table,496.5,1,15,Especes
2024-09-09,Marrakech,D,T002803,C1236,F,45,Alimentation,Pates,152.74,1,10,En ligne
2024-10-01,Rabat,D,T002804,C1548,M,28,Electronique,Smartphone,1898.1,2,0,CB
2024-05-07,Casablanca,D,T002805,C1155,M,28,Vetements,Jean,722.82,1,0,carte
2024-05-15,Marrakech,D,T002806,C1151,M,35,Sports,Halteres,564.99,1,0,Especes
2024-03-02,Tanger,C,T002807,C1364,F,30,Electronique,Souris,1973.75,2,0,En ligne
2024-11-12,Fes,B,T002808,C1593,F,25,Beaute,Shampooing,212.91,1,5,Carte
2024-02-16,Fes,A,T002809,C1396,M,28,Sports,Halteres,897.19,2,0,En ligne
2024-08-10,Agadir,E,T002810,C1555,F,,Sports,Halteres,1149.6,1,0,Carte
2024-01-23,Agadir,D,T002811,C1183,M,40,Sports,Halteres,976.79,1,10,Especes
2024-06-19,Agadir,D,T002812,C1000,F,16,Electronique,Clavier,3091.64,2,0,Especes
2024-10-21,Tanger,C,T002813,C1561,M,26,Maison,Miroir,266.03,1,0,Especes
2024-05-16,Casablanca,E,T002814,C1066,,23,Maison,Chaise,1047.91,1,0,En ligne
2024-08-30,Casablanca,C,T002815,C1090,F,27,Vetements,Veste,797.42,1,0,Carte
2024-02-28,Fes,D,T002816,C1044,M,,Alimentation,Cereales,40.88,1,10,En ligne
2024-03-05,Marrakech,D,T002817,C1471,F,61,Beaute,Creme,637.55,1,5,En ligne
2024-12-09,Rabat,E,T002818,C1168,F,28,Alimentation,Riz,196.58,1,15,En-ligne
2024-11-25,Rabat,E,T002819,C1179,F,36,Sports,Raquette,1465.19,1,5,Carte
2024-02-04,Marrakech,C,T002820,C1007,F,38,Sports,Raquette,117.55,2,5,Especes
2024-04-06,Tanger,C,T002821,C1685,F,50,Alimentation,The,135.53,1,0,Especes
2024-02-16,Rabat,B,T002822,C1036,F,28,Maison,Tapis,740.8,1,0,Carte
2024-04-29,Rabat,E,T002823,C1073,M,41,Vetements,Jean,206.13,1,0,Carte
2024-05-25,Fes,D,T002824,C1118,M,16,Sports,Halteres,615.75,2,0,En-ligne
2024-10-29,Rabat,D,T002825,C1654,M,39,Electronique,Clavier,3286.23,1,0,En ligne
2024-05-24,Tanger,B,T002826,C1040,M,49,Sports,Velo appartement,693.27,1,0,Especes
2024-01-15,Marrakech,C,T002827,C1552,M,20,Electronique,Souris,2517.41,1,0,Carte
2024-10-03,Rabat,C,T002828,C1223,M,53,Vetements,Robe,525.98,1,0,En ligne
2024-09-18,Marrakech,C,T002829,C1330,F,37,Beaute,Shampooing,450.26,1,0,En ligne
2024-08-07,Tanger,D,T002830,C1040,F,37,Alimentation,Riz,115.46,1,0,En ligne
2024-01-09,Fes,E,T002831,C1074,M,16,Electronique,Souris,224.64,2,0,Carte
2024-09-14,Agadir,E,T002832,C1299,F,31,Alimentation,Cafe,216.39,2,10,Especes
2024-07-06,Tanger,B,T002833,C1132,F,31,Sports,Velo appartement,135.65,3,0,En ligne
2024-08-05,Casablanca,C,T002834,C1580,F,46,Electronique,Clavier,2492.09,2,0,Especes
2024-06-26,Fes,A,T002835,C1256,F,33,Maison,Tapis,1396.38,2,0,Especes
2024-11-01,Casablanca,D,T002836,C1070,M,40,Alimentation,Cafe,113.89,1,5,En ligne
2024-11-03,Tanger,D,T002837,C1189,F,45,Beaute,Shampooing,178.74,3,10,Especes
2024-12-30,Agadir,E,T002838,C1532,M,30,Beaute,Parfum,520.01,2,0,Carte
2024-04-05,Tanger,E,T002839,C1525,M,45,Electronique,Smartphone,487.12,1,15,En ligne
2024-10-05,Fes,D,T002840,C1523,F,36,Sports,Ballon,1338.54,2,15,Especes
2024-12-03,Tanger,A,T002841,C1341,F,28,Maison,Miroir,1095.04,3,5,En ligne
2024-04-06,Agadir,C,T002842,C1517,F,25,Sports,Chaussures Running,771.44,1,0,Carte
2024-09-03,Marrakech,A,T002843,C1574,M,44,Alimentation,Riz,108.64,2,0,En-ligne
2024-02-11,Tanger,B,T002844,C1407,F,20,Alimentation,Huile,139.23,2,15,Especes
2024-07-31,Rabat,D,T002845,C1312,M,16,Electronique,Tablette,239.18,1,5,En ligne
2024-10-28,Fes,B,T002846,C1078,F,22,Beaute,Maquillage,220.54,1,,En ligne
2024-06-11,Rabat,B,T002847,C1163,M,25,Vetements,T-shirt,445.42,2,0,carte
2024-06-23,Fes,D,T002848,C1413,M,40,Maison,Coussin,895.91,2,0,Especes
2024-03-27,Fes,E,T002849,C1407,M,31,Electronique,Tablette,3312.55,1,0,Especes
2024-04-16,Rabat,E,T002850,C1581,M,40,Maison,Chaise,1022.64,2,,En ligne
2024-09-27,Casablanca,C,T002851,C1666,F,36,Electronique,Casque,412.25,1,0,Carte
2024-11-02,Rabat,E,T002852,C1053,F,37,Electronique,Casque,1074.81,1,0,CB
2024-09-17,Fes,B,T002853,C1502,M,28,Electronique,Clavier,317.61,1,0,Carte
2024-04-14,Casablanca,E,T002854,C1231,F,45,Alimentation,Huile,119.22,2,0,En ligne
2024-11-29,Rabat,C,T002855,C1420,F,,Alimentation,Cereales,69.11,1,0,En ligne
2024-07-19,Fes,E,T002856,C1566,M,42,Alimentation,Riz,114,1,0,Especes
2024-06-25,Fes,A,T002857,C1268,,32,Vetements,Jean,783.85,1,15,Carte
2024-04-23,Marrakech,E,T002858,C1475,M,,Maison,Coussin,508.59,1,10,Carte
2024-01-05,Fes,E,T002859,C1026,M,23,Electronique,Smartphone,1812.85,3,10,Especes
2024-08-18,Marrakech,D,T002860,C1659,M,44,Alimentation,Cereales,156.7,1,0,Carte
2024-01-30,Tanger,E,T002861,C1610,F,43,Maison,Tapis,346.72,3,0,Especes
2024-10-25,Casablanca,C,T002862,C1035,F,48,Alimentation,Riz,16.27,2,0,En ligne
2024-12-25,Casablanca,A,T002863,C1020,M,27,Sports,Chaussures Running,179.48,1,0,En ligne
2024-02-20,Casablanca,C,T002864,C1510,F,42,Maison,Table,1359.05,1,0,Carte
2024-07-01,Marrakech,A,T002865,C1549,M,50,Maison,Tapis,673.25,2,5,Carte
2024-11-04,Tanger,B,T002866,C1517,M,32,Sports,Halteres,1730.51,1,10,Especes
2024-03-14,Fes,D,T002867,C1530,F,35,Sports,Tapis Yoga,587.27,1,0,En-ligne
2024-07-15,Agadir,E,T002868,C1686,M,17,Sports,Raquette,1532.53,1,0,Especes
2024-09-23,Agadir,C,T002869,C1535,F,32,Beaute,Savon,450.41,1,0,Especes
2024-06-13,Rabat,D,T002870,C1081,F,52,Vetements,Sweat,651.96,1,5,carte
2024-02-14,Fes,C,T002871,C1437,F,45,Vetements,T-shirt,518.82,2,5,carte
2024-05-22,Casablanca,D,T002872,C1207,M,20,Beaute,Parfum,46.69,1,15,En ligne
2024-12-18,Marrakech,B,T002873,C1674,F,28,Alimentation,Pates,113.25,1,0,En ligne
2024-04-03,Casablanca,C,T002874,C1050,F,42,Alimentation,Riz,87.89,2,0,En ligne
2024-11-10,Fes,B,T002875,C1629,M,46,Beaute,Savon,105.83,3,10,En ligne
2024-02-10,Rabat,E,T002876,C1573,M,16,Maison,Miroir,1026.15,1,5,En ligne
2024-03-31,Marrakech,E,T002877,C1021,M,30,Maison,Lampe,101.43,3,5,Carte
2024-09-03,Rabat,B,T002878,C1117,M,45,Electronique,Clavier,2152.12,1,10,Carte
2024-06-18,Casablanca,D,T002879,C1622,M,57,Beaute,Savon,546.88,1,10,Especes
2024-12-19,Fes,D,T002880,C1540,F,41,Electronique,Souris,1317.18,2,0,Especes
2024-09-05,Casablanca,A,T002881,C1649,M,20,Electronique,Ecouteurs,2542.25,1,15,Carte
2024-10-28,Fes,B,T002882,C1254,F,45,Maison,Tapis,735.81,3,0,En-ligne
2024-03-04,Tanger,A,T002883,C1399,F,23,Alimentation,Pates,59.69,2,5,En ligne
2024-01-28,Agadir,B,T002884,C1352,M,20,Sports,Chaussures Running,188.38,1,0,CB
2024-03-28,Fes,D,T002885,C1387,M,30,Alimentation,The,52.92,2,0,Especes
2024-11-18,Rabat,A,T002886,C1302,,37,Sports,Halteres,541.77,3,0,Carte
2024-05-18,Casablanca,C,T002887,C1643,F,27,Sports,Tapis Yoga,1414.53,2,10,En ligne
2024-09-04,Fes,D,T002888,C1466,F,35,Alimentation,Riz,69.46,1,0,En ligne
2024-11-23,Marrakech,A,T002889,C1393,F,21,Beaute,Parfum,658.69,2,0,En ligne
2024-09-07,Marrakech,E,T002890,C1415,F,39,Beaute,Parfum,692.2,4,10,Especes
2024-10-10,Tanger,E,T002891,C1180,F,47,Vetements,Chaussures,828.71,1,0,CB
2024-12-19,Fes,E,T002892,C1610,F,56,Alimentation,Cafe,184.98,2,5,En ligne
2024-12-23,Marrakech,C,T002893,C1070,F,45,Vetements,Chaussures,721.45,2,0,En ligne
2024-07-21,Agadir,D,T002894,C1345,M,31,Alimentation,Cafe,153.66,2,0,Carte
2024-12-25,Tanger,B,T002895,C1504,F,32,Sports,Raquette,494.73,1,5,Carte
2024-09-07,Rabat,B,T002896,C1016,F,44,Alimentation,Cereales,169.88,1,10,Carte
2024-04-13,Marrakech,A,T002897,C1109,F,16,Beaute,Maquillage,435.98,1,0,Especes
2024-05-05,Agadir,B,T002898,C1040,F,38,Sports,Tapis Yoga,499.74,2,0,Carte
2024-02-18,Tanger,C,T002899,C1069,F,18,Electronique,Souris,2832.45,4,10,Especes
2024-11-11,Agadir,D,T002900,C1327,M,56,Alimentation,Cereales,58.03,2,0,Especes
2024-06-08,Marrakech,D,T002901,C1231,F,36,Sports,Ballon,803.41,2,0,En ligne
